,AirT,AirCO2,AirRH,AirPAR,method
129,26.52,399.64,23.08,,Human
130,29.32,402.25,21.81,,Human
131,29.14,402.25,20.6,,Human
132,30.11,404.5,19.88,,Human
133,31.05,405.47,18.71,,Human
134,30.63,408.36,18.24,,Human
135,26.83,411.5,19.66,,Human
136,23.51,416.12,23.9,,Human
137,22.23,450.03,41.43,,Human
138,21.5,502.1,48.96,,Human
139,20.79,554.81,54.53,,Human
140,20.06,599.83,58.75,,Human
141,19.37,638.98,62.61,,Human
142,18.69,667.97,65.84,,Human
143,17.89,694.76,69.12,,Human
168,17.29,716.3,71.59,,Human
169,16.72,733.53,73.86,,Human
170,16.19,746.41,76.01,,Human
171,15.75,756.89,78.03,,Human
172,15.32,766.95,80.47,,Human
173,14.95,773.13,82.44,,Human
174,15.18,774.68,83.44,,Human
175,21.45,716.95,64.18,,Human
176,26.16,486.74,36.23,,Human
177,28.93,435.25,25.55,,Human
178,31.94,418.9,21.23,,Human
179,33.58,412.29,20.14,,Human
180,34.93,414.55,19.44,,Human
181,34.2,413.29,19.59,,Human
182,33.63,414.21,19.84,,Human
183,30.68,417.12,20.85,,Human
184,26.31,420.94,23.24,,Human
185,23.01,447.43,35.21,,Human
186,22.71,507.7,46.79,,Human
187,21.44,573.71,55.02,,Human
188,20.66,615.02,59.42,,Human
189,20.21,651.29,61.91,,Human
190,19.73,681.45,64.58,,Human
191,19.21,708.15,67.58,,Human
216,18.65,732.47,70.9,,Human
217,18.05,752.96,73.8,,Human
218,17.58,766.64,76.27,,Human
219,17.27,771.92,78.17,,Human
220,16.89,779.74,80.18,,Human
221,16.49,784.98,82.6,,Human
222,16.65,789.19,84.5,,Human
223,22.84,602.13,52.24,,Human
224,26.08,414.01,28.87,,Human
225,29.55,414.94,25.24,,Human
226,31.75,423.2,25.1,,Human
227,33.68,413.78,25.93,,Human
228,32.81,411.06,25.92,,Human
229,34.34,410.69,23.82,,Human
230,33.71,414.77,24.09,,Human
231,31.04,413.14,25.22,,Human
232,26.42,416.74,28.63,,Human
233,22.61,421.41,34.16,,Human
234,22.81,469.66,44.38,,Human
235,22.32,530.12,52.41,,Human
236,21.51,581.2,57.96,,Human
237,20.77,621.56,62.29,,Human
238,20.3,654.73,65.93,,Human
239,19.99,686.64,68.52,,Human
240,19.74,713.52,70.56,,Human
241,19.47,732.9,72.33,,Human
242,19.1,746.24,74.58,,Human
243,18.71,752.08,77.07,,Human
244,18.29,763.21,79.6,,Human
245,17.95,777.61,82.57,,Human
246,18.03,781.53,85.2,,Human
247,20.31,496.15,47.98,,Human
248,26.48,407.04,31.34,,Human
249,30.6,405.21,25.24,,Human
250,32.65,407.27,24.45,,Human
251,32.04,410.71,24.34,,Human
252,32.42,409.96,25.47,,Human
253,33.0,408.47,26.4,,Human
254,34.29,407.54,24.74,,Human
255,30.56,409.93,24.86,,Human
256,26.7,412.51,26.24,,Human
257,21.64,426.41,34.66,,Human
258,22.03,481.23,48.11,,Human
259,22.09,542.64,55.07,,Human
260,21.52,596.33,60.45,,Human
261,20.75,639.77,65.08,,Human
262,19.99,682.66,69.22,,Human
263,19.3,719.43,72.42,,Human
288,18.77,742.69,75.65,,Human
289,18.19,760.96,77.52,,Human
290,17.76,777.56,79.4,,Human
291,17.71,784.49,80.49,,Human
292,17.59,784.46,81.38,,Human
293,17.15,784.76,83.49,,Human
294,17.24,784.92,85.65,,Human
295,22.08,566.38,59.2,,Human
296,24.84,410.23,37.51,,Human
297,25.41,402.5,29.72,,Human
298,26.12,403.8,27.78,,Human
299,26.26,405.68,27.5,,Human
300,27.73,404.06,25.08,,Human
301,25.2,407.11,26.56,,Human
302,24.55,407.4,25.65,,Human
303,24.41,407.11,25.77,,Human
304,20.09,411.98,32.74,,Human
305,18.04,422.54,40.05,,Human
306,17.09,467.13,52.34,,Human
307,15.95,521.67,62.52,,Human
308,15.29,562.16,69.44,,Human
309,14.99,598.85,73.62,,Human
310,14.69,611.18,75.15,,Human
311,13.99,617.56,79.72,,Human
336,13.56,613.12,82.19,,Human
337,13.51,600.49,83.43,,Human
338,13.47,578.79,84.85,,Human
339,13.24,554.95,85.26,,Human
340,12.6,548.23,86.19,,Human
341,12.57,549.06,87.39,,Human
342,13.87,523.86,86.93,,Human
343,21.66,464.56,70.96,,Human
344,19.98,407.84,69.77,,Human
345,22.12,399.43,68.81,,Human
346,21.11,410.53,56.29,,Human
347,17.46,427.75,76.2,,Human
348,16.68,451.03,85.29,,Human
349,16.71,467.2,87.17,,Human
350,15.91,485.46,89.22,,Human
351,16.35,487.34,88.24,,Human
352,16.1,484.2,87.92,,Human
353,15.26,507.2,91.59,,Human
354,15.92,549.25,94.42,,Human
355,16.12,585.94,94.89,,Human
356,15.72,618.07,95.33,,Human
357,15.63,642.86,95.63,,Human
358,15.58,665.95,95.67,,Human
359,15.29,685.17,95.94,,Human
384,14.94,705.04,96.16,,Human
385,14.63,722.76,96.27,,Human
386,14.37,739.39,96.47,,Human
387,14.36,754.05,96.74,,Human
388,14.36,766.06,96.96,,Human
389,14.22,776.7,97.36,,Human
390,14.47,783.39,97.96,,Human
391,17.67,756.06,90.13,,Human
392,23.71,491.32,60.21,,Human
393,27.0,430.76,44.14,,Human
394,31.21,427.33,37.63,,Human
395,33.07,424.79,32.82,,Human
396,33.57,424.8,29.05,,Human
397,34.9,426.03,26.4,,Human
398,33.92,430.6,27.21,,Human
399,30.73,430.04,28.51,,Human
400,26.24,432.52,30.39,,Human
401,21.46,438.47,35.62,,Human
402,20.42,488.32,53.87,,Human
403,20.21,550.35,65.29,,Human
404,19.65,604.13,71.67,,Human
405,19.23,647.7,76.24,,Human
406,18.87,681.9,79.7,,Human
407,18.42,708.84,82.93,,Human
432,18.01,733.05,85.44,,Human
433,17.78,756.27,87.32,,Human
434,17.53,777.61,89.04,,Human
435,17.29,794.23,90.49,,Human
436,17.09,809.3,91.92,,Human
437,16.9,819.8,93.44,,Human
438,16.97,825.2,94.97,,Human
439,17.28,654.13,85.09,,Human
440,19.1,512.13,83.39,,Human
441,19.91,463.8,78.34,,Human
442,18.52,455.46,80.8,,Human
443,20.16,447.77,78.67,,Human
444,20.54,425.41,71.55,,Human
445,18.73,442.9,76.04,,Human
446,20.52,423.84,79.53,,Human
447,19.13,435.0,83.18,,Human
448,18.22,446.52,85.85,,Human
449,16.86,462.62,87.32,,Human
450,14.23,496.62,90.19,,Human
451,13.01,532.69,92.4,,Human
452,12.51,556.89,93.81,,Human
453,12.3,576.57,94.49,,Human
454,11.96,591.42,95.09,,Human
455,12.05,602.28,95.41,,Human
480,11.84,605.05,95.36,,Human
481,11.4,604.0,94.6,,Human
482,11.04,601.97,95.32,,Human
483,10.86,605.06,96.25,,Human
484,10.6,598.0,97.01,,Human
485,10.38,599.6,97.17,,Human
486,9.49,599.44,96.27,,Human
487,9.41,582.94,96.11,,Human
488,10.43,555.37,94.59,,Human
489,16.03,471.42,87.17,,Human
490,16.54,408.09,84.74,,Human
491,16.64,387.17,86.18,,Human
492,23.22,404.89,57.58,,Human
493,23.67,420.4,44.83,,Human
494,22.83,420.95,47.56,,Human
495,21.71,416.89,54.14,,Human
496,20.08,414.41,67.43,,Human
497,16.77,451.29,83.95,,Human
498,15.5,506.48,90.4,,Human
499,14.84,548.09,92.52,,Human
500,14.16,585.57,93.71,,Human
501,13.61,611.24,94.48,,Human
502,13.23,631.94,94.9,,Human
503,13.14,647.31,95.07,,Human
528,13.0,657.35,95.18,,Human
529,12.68,666.16,95.07,,Human
530,12.26,671.83,95.17,,Human
531,11.95,679.59,95.68,,Human
532,11.69,679.14,95.86,,Human
533,11.51,676.77,96.31,,Human
534,11.6,674.12,97.36,,Human
535,12.2,662.16,97.79,,Human
536,21.29,518.21,64.18,,Human
537,23.19,416.36,46.17,,Human
538,22.48,417.68,52.46,,Human
539,22.08,419.83,50.01,,Human
540,21.16,413.98,60.78,,Human
541,21.4,409.84,63.56,,Human
542,21.11,403.92,68.04,,Human
543,20.13,397.78,73.31,,Human
544,17.13,407.54,78.42,,Human
545,15.14,448.16,89.79,,Human
546,14.75,504.75,93.33,,Human
547,14.34,547.94,93.48,,Human
548,14.01,580.77,93.71,,Human
549,13.69,606.43,93.8,,Human
550,13.28,628.39,94.01,,Human
551,12.9,646.74,94.34,,Human
576,12.59,661.49,94.71,,Human
577,12.41,673.63,95.24,,Human
578,12.42,683.68,95.72,,Human
579,12.38,691.41,96.21,,Human
580,12.31,697.51,96.84,,Human
581,12.22,703.73,97.44,,Human
582,12.33,707.19,97.91,,Human
583,13.64,684.28,92.36,,Human
584,17.27,573.12,82.94,,Human
585,22.08,444.89,67.95,,Human
586,22.34,407.69,67.99,,Human
587,21.67,420.29,60.14,,Human
588,21.82,403.08,72.64,,Human
589,20.91,427.26,62.91,,Human
590,22.27,420.88,65.34,,Human
591,21.57,405.66,70.35,,Human
592,18.44,414.7,78.88,,Human
593,17.04,443.76,91.55,,Human
594,16.11,506.86,94.66,,Human
595,14.96,557.09,95.19,,Human
596,14.15,595.47,95.42,,Human
597,13.54,626.05,95.59,,Human
598,13.03,650.89,95.8,,Human
599,12.62,673.45,96.04,,Human
624,12.27,691.5,96.49,,Human
625,12.15,705.31,97.13,,Human
626,12.03,715.8,97.19,,Human
627,11.73,723.7,97.26,,Human
628,11.48,727.23,97.24,,Human
629,11.27,728.24,97.72,,Human
630,11.69,729.54,98.88,,Human
631,16.11,701.85,90.12,,Human
632,24.26,433.49,50.06,,Human
633,25.19,425.02,37.28,,Human
634,26.2,434.73,31.93,,Human
635,25.61,440.29,30.93,,Human
636,26.57,441.84,29.67,,Human
637,27.43,445.11,28.09,,Human
638,25.96,448.29,27.29,,Human
639,24.16,446.9,29.05,,Human
640,22.08,445.83,36.96,,Human
641,18.33,465.52,57.83,,Human
642,17.95,525.22,73.44,,Human
643,17.41,580.41,79.58,,Human
644,17.17,619.79,81.61,,Human
645,16.87,646.9,83.66,,Human
646,16.55,667.23,85.07,,Human
647,16.27,689.53,88.61,,Human
672,15.62,708.7,91.47,,Human
673,15.07,729.2,93.21,,Human
674,14.52,743.2,94.34,,Human
675,13.98,755.35,95.06,,Human
676,13.49,765.29,95.63,,Human
677,13.22,772.02,96.48,,Human
678,13.73,781.22,97.69,,Human
679,19.05,679.58,80.71,,Human
680,24.94,420.55,45.37,,Human
681,22.45,433.76,42.85,,Human
682,23.08,441.92,35.17,,Human
683,22.15,442.08,30.45,,Human
684,21.5,442.48,38.46,,Human
685,21.85,441.01,43.91,,Human
686,19.53,451.86,45.65,,Human
687,20.15,443.3,70.16,,Human
688,21.41,424.36,79.98,,Human
689,18.48,487.68,86.28,,Human
690,17.6,542.42,88.13,,Human
691,17.41,588.48,90.48,,Human
692,17.21,634.54,91.93,,Human
693,16.95,668.89,93.34,,Human
694,16.41,694.19,93.9,,Human
695,15.93,711.37,94.26,,Human
720,15.47,721.43,94.34,,Human
721,15.08,712.05,94.13,,Human
722,14.74,712.01,95.28,,Human
723,14.71,720.11,96.3,,Human
724,14.61,724.44,96.38,,Human
725,14.43,723.55,97.14,,Human
726,14.38,731.51,98.23,,Human
727,16.19,708.0,93.25,,Human
728,24.03,452.73,54.68,,Human
729,25.24,432.15,42.68,,Human
730,26.3,437.58,36.11,,Human
731,25.01,444.16,36.03,,Human
732,25.74,444.73,34.91,,Human
733,27.29,445.89,28.3,,Human
734,26.35,450.31,26.53,,Human
735,23.93,450.3,27.55,,Human
736,21.63,449.93,35.92,,Human
737,19.47,477.79,61.14,,Human
738,18.8,548.28,74.92,,Human
739,17.64,606.69,82.45,,Human
740,16.73,653.11,86.75,,Human
741,16.08,689.37,89.29,,Human
742,15.59,720.84,91.0,,Human
743,15.16,746.87,92.15,,Human
768,14.93,766.53,93.34,,Human
769,15.04,788.63,94.31,,Human
770,14.98,803.1,94.88,,Human
771,14.79,810.34,95.55,,Human
772,14.58,815.23,96.36,,Human
773,14.54,818.28,97.23,,Human
774,14.92,831.14,97.83,,Human
775,21.6,617.14,72.42,,Human
776,25.17,450.0,44.54,,Human
777,22.57,451.59,54.91,,Human
778,28.09,434.62,32.14,,Human
779,28.17,439.99,29.44,,Human
780,28.58,446.6,29.77,,Human
781,28.65,448.26,28.84,,Human
782,27.94,453.48,28.2,,Human
783,24.94,453.33,28.98,,Human
784,21.84,452.98,36.84,,Human
785,18.79,469.47,53.11,,Human
786,18.42,536.18,72.13,,Human
787,17.98,602.76,80.37,,Human
788,17.14,660.44,85.95,,Human
789,16.41,707.93,89.35,,Human
790,15.87,746.51,91.33,,Human
791,15.45,782.31,92.74,,Human
816,15.01,809.06,93.96,,Human
817,14.63,830.87,94.9,,Human
818,14.29,847.14,95.48,,Human
819,13.98,862.53,96.06,,Human
820,13.68,875.25,96.69,,Human
821,13.55,882.76,97.49,,Human
822,13.95,886.42,98.52,,Human
823,21.08,672.1,63.74,,Human
824,23.91,442.01,44.8,,Human
825,28.24,444.46,34.9,,Human
826,29.55,444.22,33.65,,Human
827,31.15,439.21,31.72,,Human
828,31.87,443.89,30.67,,Human
829,32.68,442.59,28.75,,Human
830,31.04,447.82,30.35,,Human
831,26.79,451.19,33.18,,Human
832,23.56,456.67,30.81,,Human
833,20.98,485.95,51.88,,Human
834,20.97,571.02,68.67,,Human
835,20.21,638.5,78.73,,Human
836,19.62,697.96,82.88,,Human
837,19.01,747.85,85.62,,Human
838,18.5,782.55,87.39,,Human
839,18.09,810.33,88.97,,Human
864,17.73,828.61,90.72,,Human
865,17.34,853.79,93.65,,Human
866,17.04,866.07,93.85,,Human
867,16.86,866.76,93.82,,Human
868,16.71,864.69,95.05,,Human
869,16.64,856.48,95.16,,Human
870,16.8,829.24,93.8,,Human
871,18.62,553.16,68.28,,Human
872,23.66,454.8,48.63,,Human
873,26.01,461.84,37.28,,Human
874,28.5,457.8,35.01,,Human
875,29.4,456.1,35.97,,Human
876,28.23,459.2,38.69,,Human
877,30.33,456.21,37.8,,Human
878,27.75,460.4,41.19,,Human
879,27.43,461.76,41.98,,Human
880,23.97,472.96,44.34,,Human
881,21.13,481.99,59.33,,Human
882,20.62,549.82,75.24,,Human
883,19.47,617.17,81.33,,Human
884,18.62,661.83,85.96,,Human
885,17.93,700.66,88.04,,Human
886,17.6,733.08,88.61,,Human
887,17.35,735.52,88.98,,Human
912,17.07,743.0,90.02,,Human
913,17.05,724.78,90.26,,Human
914,16.81,713.32,91.14,,Human
915,16.55,711.9,91.95,,Human
916,16.38,731.04,93.51,,Human
917,16.48,753.54,94.8,,Human
918,17.53,748.23,95.23,,Human
919,20.78,589.32,73.71,,Human
920,23.76,444.94,51.44,,Human
921,24.55,443.65,50.87,,Human
922,24.59,447.9,51.89,,Human
923,27.71,450.37,46.62,,Human
924,27.67,457.41,44.9,,Human
925,25.72,461.63,43.94,,Human
926,24.17,465.21,44.29,,Human
927,23.27,469.25,44.61,,Human
928,21.13,478.54,47.05,,Human
929,20.1,520.54,62.72,,Human
930,18.96,560.08,80.4,,Human
931,16.3,622.2,90.22,,Human
932,15.2,670.85,93.14,,Human
933,14.33,701.43,93.76,,Human
934,13.77,731.59,94.35,,Human
935,13.76,746.0,95.29,,Human
1104,12.89,781.82,100.0,,Human
1105,12.91,815.7,100.0,,Human
1106,12.8,825.89,100.0,,Human
1107,12.47,828.76,100.0,,Human
1108,11.95,838.37,100.0,,Human
1109,12.62,828.58,99.8,,Human
1110,18.03,688.09,92.92,,Human
1111,24.44,486.37,69.34,,Human
1112,26.9,485.49,63.73,,Human
1113,29.24,480.59,59.29,,Human
1114,31.44,472.29,56.17,,Human
1115,32.48,463.93,47.12,,Human
1116,32.17,470.07,46.4,,Human
1117,31.71,473.49,44.57,,Human
1118,29.6,482.8,45.44,,Human
1119,26.72,485.87,45.58,,Human
1120,24.04,480.19,40.38,,Human
1121,20.46,482.77,44.17,,Human
1122,18.2,495.92,60.03,,Human
1123,16.7,510.57,66.02,,Human
1124,15.36,546.43,83.32,,Human
1125,13.96,602.53,93.81,,Human
1126,13.27,649.24,96.49,,Human
1127,12.48,690.75,96.83,,Human
1152,10.69,680.91,97.01,,Human
1153,10.34,682.67,97.65,,Human
1154,10.18,681.56,98.23,,Human
1155,9.78,686.13,98.57,,Human
1156,9.55,694.23,99.39,,Human
1157,10.9,684.5,98.28,,Human
1158,18.26,554.59,85.56,,Human
1159,25.22,441.11,60.71,,Human
1160,28.55,439.09,48.34,,Human
1161,31.15,442.38,42.65,,Human
1162,32.64,444.08,39.82,,Human
1163,32.08,464.12,38.55,,Human
1164,32.21,472.71,37.03,,Human
1165,33.42,472.89,37.06,,Human
1166,32.33,470.65,36.69,,Human
1167,30.23,475.38,36.94,,Human
1168,25.7,486.37,38.14,,Human
1169,23.31,484.1,42.85,,Human
1170,20.71,509.32,68.01,,Human
1171,18.28,575.54,84.91,,Human
1172,17.34,634.12,89.62,,Human
1173,16.7,683.81,92.87,,Human
1174,16.0,722.21,95.0,,Human
1175,16.01,720.98,93.72,,Human
1296,13.81,864.22,100.0,,Human
1297,13.55,906.73,100.0,,Human
1298,13.34,936.66,100.0,,Human
1299,13.23,961.29,100.0,,Human
1300,13.12,985.72,100.0,,Human
1301,13.63,958.65,100.0,,Human
1302,18.26,812.05,94.35,,Human
1303,23.05,586.38,78.3,,Human
1304,27.51,573.72,64.93,,Human
1305,26.69,593.38,66.14,,Human
1306,28.65,594.34,63.2,,Human
1307,28.41,601.11,62.59,,Human
1308,31.71,603.75,58.39,,Human
1309,32.03,603.12,56.31,,Human
1310,30.68,613.63,55.58,,Human
1311,29.76,617.72,55.55,,Human
1312,25.24,626.13,61.7,,Human
1313,21.4,631.99,71.36,,Human
1314,18.96,644.29,87.75,,Human
1315,16.66,692.92,95.0,,Human
1316,15.57,737.76,97.56,,Human
1317,14.63,760.0,98.27,,Human
1318,13.9,788.81,99.3,,Human
1319,13.3,830.12,99.57,,Human
1344,12.85,865.66,99.86,,Human
1345,12.62,886.51,99.97,,Human
1346,12.75,907.14,100.0,,Human
1347,12.67,920.13,100.0,,Human
1348,13.02,930.96,100.0,,Human
1349,13.78,921.77,100.0,,Human
1350,16.47,826.55,98.45,,Human
1351,19.75,661.71,94.26,,Human
1352,24.28,587.22,69.27,,Human
1353,24.89,601.02,63.27,,Human
1354,28.03,611.13,54.96,,Human
1355,28.85,609.37,53.02,,Human
1356,26.53,613.93,56.72,,Human
1357,24.25,618.46,59.51,,Human
1358,21.16,602.88,72.86,,Human
1359,21.61,598.52,73.9,,Human
1360,18.72,619.04,84.43,,Human
1361,17.16,643.31,92.85,,Human
1362,16.66,675.48,95.56,,Human
1363,15.79,720.84,97.3,,Human
1364,15.26,760.58,98.7,,Human
1365,15.3,802.81,99.82,,Human
1366,14.88,831.65,99.07,,Human
1367,14.16,862.28,99.45,,Human
1392,13.77,872.73,99.91,,Human
1393,13.42,871.2,99.98,,Human
1394,13.15,870.07,100.0,,Human
1395,13.04,883.4,100.0,,Human
1396,13.03,906.4,100.0,,Human
1397,13.16,918.92,100.0,,Human
1398,13.98,905.66,100.0,,Human
1399,15.59,846.94,99.89,,Human
1400,16.14,755.72,99.72,,Human
1401,16.86,659.5,98.06,,Human
1402,17.36,592.6,97.43,,Human
1403,17.41,547.78,97.1,,Human
1404,16.29,561.52,98.63,,Human
1405,17.64,513.72,97.65,,Human
1406,17.87,479.67,97.06,,Human
1407,17.57,478.28,97.66,,Human
1408,16.72,506.79,98.52,,Human
1409,15.84,560.72,99.72,,Human
1410,15.17,618.35,99.99,,Human
1411,14.48,675.27,100.0,,Human
1412,14.29,722.22,100.0,,Human
1413,13.85,757.64,100.0,,Human
1414,13.85,779.45,100.0,,Human
1415,13.84,798.03,100.0,,Human
1776,21.19,645.09,76.9,,Human
1777,21.3,644.33,76.13,,Human
1778,21.14,647.34,76.77,,Human
1779,20.56,657.42,81.62,,Human
1780,19.6,674.98,88.01,,Human
1781,20.08,651.48,88.16,,Human
1782,21.73,637.11,85.71,,Human
1783,24.66,622.06,79.17,,Human
1784,27.11,624.53,72.44,,Human
1785,30.55,611.38,65.42,,Human
1786,31.68,595.41,66.42,,Human
1787,31.31,605.65,66.1,,Human
1788,29.14,618.58,68.91,,Human
1789,31.0,607.21,68.8,,Human
1790,28.2,612.68,74.27,,Human
1791,28.44,610.19,72.39,,Human
1792,26.6,622.26,75.18,,Human
1793,24.83,633.17,78.29,,Human
1794,23.34,657.41,80.55,,Human
1795,21.92,708.0,87.3,,Human
1796,21.13,670.33,86.98,,Human
1797,20.64,686.6,90.75,,Human
1798,19.9,702.61,93.42,,Human
1799,19.61,653.24,88.31,,Human
1824,18.78,658.87,88.18,,Human
1825,18.08,680.22,90.83,,Human
1826,17.57,711.16,93.75,,Human
1827,17.73,664.5,90.4,,Human
1828,17.42,675.16,93.83,,Human
1829,18.23,643.09,92.18,,Human
1830,20.35,618.48,88.3,,Human
1831,23.38,607.58,80.23,,Human
1832,25.61,608.07,73.8,,Human
1833,23.4,629.7,77.09,,Human
1834,24.54,626.28,76.63,,Human
1835,25.24,629.8,74.36,,Human
1836,24.98,621.68,75.34,,Human
1837,25.96,616.48,72.94,,Human
1838,26.28,615.79,71.11,,Human
1839,26.95,618.99,69.21,,Human
1840,25.64,623.32,72.05,,Human
1841,24.28,616.35,74.59,,Human
1842,22.51,625.17,79.96,,Human
1843,21.7,631.11,84.17,,Human
1844,21.13,637.28,87.42,,Human
1845,20.71,641.15,88.96,,Human
1846,19.51,646.08,91.12,,Human
1847,18.93,648.13,93.76,,Human
1872,19.24,646.6,92.11,,Human
1873,18.9,652.92,94.3,,Human
1874,19.02,662.64,96.85,,Human
1875,19.01,660.92,98.65,,Human
1876,18.91,660.67,99.27,,Human
1877,19.38,633.89,97.93,,Human
1878,20.9,614.24,89.77,,Human
1879,24.16,610.65,80.16,,Human
1880,29.17,610.48,66.87,,Human
1881,32.93,611.04,59.12,,Human
1882,35.38,579.55,53.77,,Human
1883,34.0,574.46,56.91,,Human
1884,34.02,576.63,58.48,,Human
1885,33.44,572.78,58.51,,Human
1886,34.02,571.68,56.6,,Human
1887,30.0,568.01,64.28,,Human
1888,26.58,580.95,67.73,,Human
1889,24.38,595.11,69.88,,Human
1890,22.73,614.2,70.11,,Human
1891,21.12,655.83,79.9,,Human
1892,19.95,713.92,87.11,,Human
1893,19.18,747.27,91.1,,Human
1894,18.64,773.53,93.85,,Human
1895,18.74,675.38,91.93,,Human
1920,18.67,666.21,90.33,,Human
1921,19.21,646.02,93.2,,Human
1922,18.74,658.64,95.28,,Human
1923,18.23,660.27,96.31,,Human
1924,18.05,647.66,96.22,,Human
1925,18.57,650.55,94.99,,Human
1926,21.24,630.68,89.03,,Human
1927,24.94,610.6,79.15,,Human
1928,26.54,596.82,70.63,,Human
1929,30.02,592.31,64.08,,Human
1930,31.72,586.8,58.18,,Human
1931,30.5,581.37,61.14,,Human
1932,31.82,579.5,58.99,,Human
1933,32.09,584.23,56.63,,Human
1934,32.5,590.63,53.53,,Human
1935,31.23,594.31,52.37,,Human
1936,29.07,599.75,50.67,,Human
1937,26.67,606.87,53.67,,Human
1938,24.26,619.59,61.43,,Human
1939,22.41,629.88,69.11,,Human
1940,20.97,646.76,81.56,,Human
1941,20.71,656.32,82.36,,Human
1942,19.78,656.22,88.28,,Human
1943,19.02,653.09,92.26,,Human
1968,18.33,676.08,94.72,,Human
1969,17.67,658.81,94.81,,Human
1970,17.18,640.76,94.43,,Human
1971,16.78,644.43,94.65,,Human
1972,16.7,645.78,95.1,,Human
1973,18.0,619.62,93.19,,Human
1974,20.38,610.65,84.82,,Human
1975,24.18,603.22,73.73,,Human
1976,27.63,592.93,68.02,,Human
1977,27.87,597.48,69.27,,Human
1978,30.1,603.0,65.76,,Human
1979,30.38,597.84,65.92,,Human
1980,32.28,578.76,66.35,,Human
1981,31.84,579.74,67.1,,Human
1982,30.98,583.85,66.23,,Human
1983,29.33,590.2,66.8,,Human
1984,27.21,596.66,63.24,,Human
1985,24.98,606.54,58.69,,Human
1986,23.09,615.09,70.11,,Human
1987,21.72,624.47,76.46,,Human
1988,20.83,624.23,79.85,,Human
1989,19.85,617.46,85.21,,Human
1990,18.67,614.87,93.33,,Human
1991,18.1,623.68,96.54,,Human
2016,17.38,658.6,97.23,,Human
2017,17.34,643.84,99.07,,Human
2018,17.36,640.31,99.03,,Human
2019,17.49,628.67,99.66,,Human
2020,17.74,626.91,99.47,,Human
2021,18.19,611.3,98.09,,Human
2022,20.46,578.84,90.7,,Human
2023,24.3,564.18,79.86,,Human
2024,29.22,553.34,68.43,,Human
2025,32.69,553.42,61.96,,Human
2026,34.72,559.87,57.16,,Human
2027,33.28,565.91,59.48,,Human
2028,33.11,564.45,59.0,,Human
2029,33.98,570.18,53.96,,Human
2030,34.8,575.5,48.46,,Human
2031,32.62,580.32,50.04,,Human
2032,29.57,583.58,52.51,,Human
2033,25.68,596.37,55.29,,Human
2034,22.74,610.56,66.0,,Human
2035,20.7,643.51,76.61,,Human
2036,19.49,630.61,76.07,,Human
2037,19.83,615.36,69.77,,Human
2038,19.81,611.44,73.17,,Human
2039,19.61,614.69,70.09,,Human
2064,20.07,615.83,64.43,,Human
2065,20.08,625.62,61.24,,Human
2066,19.55,619.85,63.3,,Human
2067,18.78,622.34,70.79,,Human
2068,18.3,619.57,79.09,,Human
2069,18.2,611.04,86.54,,Human
2070,20.55,583.48,87.85,,Human
2071,25.89,576.69,74.1,,Human
2072,30.12,577.05,62.04,,Human
2073,33.12,572.48,55.29,,Human
2074,34.11,571.36,46.97,,Human
2075,32.69,574.24,48.7,,Human
2076,32.21,574.11,49.15,,Human
2077,33.19,576.72,49.03,,Human
2078,33.26,576.92,48.28,,Human
