2020-12-02 22:20:06.556042: iter: [1/100], train_loss: 0.0065018, valid_loss: 0.0000556, best_valid_loss: 0.0000556, lr: 0.0001000
2020-12-02 23:03:03.851343: iter: [36/100], train_loss: 0.0000058, valid_loss: 0.0000019, best_valid_loss: 0.0000019, lr: 0.0001000
2020-12-02 23:04:17.364532: iter: [37/100], train_loss: 0.0000057, valid_loss: 0.0000019, best_valid_loss: 0.0000019, lr: 0.0001000
2020-12-02 23:05:30.736399: iter: [38/100], train_loss: 0.0000055, valid_loss: 0.0000058, best_valid_loss: 0.0000019, lr: 0.0001000
2020-12-02 23:06:48.323035: iter: [39/100], train_loss: 0.0000054, valid_loss: 0.0000127, best_valid_loss: 0.0000019, lr: 0.0001000
2020-12-02 23:08:01.593935: iter: [40/100], train_loss: 0.0000052, valid_loss: 0.0000048, best_valid_loss: 0.0000019, lr: 0.0001000
2020-12-02 23:09:16.824224: iter: [41/100], train_loss: 0.0000052, valid_loss: 0.0000022, best_valid_loss: 0.0000019, lr: 0.0001000
2020-12-02 23:10:29.456821: iter: [42/100], train_loss: 0.0000050, valid_loss: 0.0000023, best_valid_loss: 0.0000019, lr: 0.0001000
2020-12-02 23:11:43.970911: iter: [43/100], train_loss: 0.0000049, valid_loss: 0.0000016, best_valid_loss: 0.0000016, lr: 0.0001000
2020-12-02 23:12:59.474298: iter: [44/100], train_loss: 0.0000048, valid_loss: 0.0000069, best_valid_loss: 0.0000016, lr: 0.0001000
2020-12-02 23:14:13.222745: iter: [45/100], train_loss: 0.0000047, valid_loss: 0.0000019, best_valid_loss: 0.0000016, lr: 0.0001000
2020-12-02 23:15:26.494508: iter: [46/100], train_loss: 0.0000046, valid_loss: 0.0000053, best_valid_loss: 0.0000016, lr: 0.0001000
2020-12-02 23:16:38.851905: iter: [47/100], train_loss: 0.0000045, valid_loss: 0.0000037, best_valid_loss: 0.0000016, lr: 0.0001000
2020-12-02 23:17:50.927714: iter: [48/100], train_loss: 0.0000044, valid_loss: 0.0000075, best_valid_loss: 0.0000016, lr: 0.0001000
2020-12-02 23:19:05.675028: iter: [49/100], train_loss: 0.0000043, valid_loss: 0.0000023, best_valid_loss: 0.0000016, lr: 0.0001000
2020-12-02 23:20:18.104324: iter: [50/100], train_loss: 0.0000043, valid_loss: 0.0000142, best_valid_loss: 0.0000016, lr: 0.0001000
2020-12-02 23:21:31.481192: iter: [51/100], train_loss: 0.0000010, valid_loss: 0.0000009, best_valid_loss: 0.0000009, lr: 0.0000100
2020-12-02 23:22:43.620019: iter: [52/100], train_loss: 0.0000010, valid_loss: 0.0000010, best_valid_loss: 0.0000009, lr: 0.0000100
2020-12-02 23:23:58.352270: iter: [53/100], train_loss: 0.0000009, valid_loss: 0.0000009, best_valid_loss: 0.0000009, lr: 0.0000100
2020-12-02 23:25:11.412465: iter: [54/100], train_loss: 0.0000009, valid_loss: 0.0000009, best_valid_loss: 0.0000009, lr: 0.0000100
2020-12-02 23:26:24.411381: iter: [55/100], train_loss: 0.0000009, valid_loss: 0.0000009, best_valid_loss: 0.0000009, lr: 0.0000100
2020-12-02 23:27:38.415795: iter: [56/100], train_loss: 0.0000009, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:28:53.706973: iter: [57/100], train_loss: 0.0000009, valid_loss: 0.0000009, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:30:06.874482: iter: [58/100], train_loss: 0.0000009, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:31:19.106039: iter: [59/100], train_loss: 0.0000008, valid_loss: 0.0000009, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:32:33.288127: iter: [60/100], train_loss: 0.0000008, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:33:46.464677: iter: [61/100], train_loss: 0.0000008, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:34:59.123556: iter: [62/100], train_loss: 0.0000008, valid_loss: 0.0000009, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:36:15.247241: iter: [63/100], train_loss: 0.0000008, valid_loss: 0.0000009, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:37:27.122841: iter: [64/100], train_loss: 0.0000008, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:38:44.405398: iter: [65/100], train_loss: 0.0000008, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:39:57.514822: iter: [66/100], train_loss: 0.0000008, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:41:10.735421: iter: [67/100], train_loss: 0.0000008, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:42:27.175279: iter: [68/100], train_loss: 0.0000008, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:43:39.974610: iter: [69/100], train_loss: 0.0000008, valid_loss: 0.0000008, best_valid_loss: 0.0000008, lr: 0.0000100
2020-12-02 23:44:54.711641: iter: [70/100], train_loss: 0.0000008, valid_loss: 0.0000007, best_valid_loss: 0.0000007, lr: 0.0000100
2020-12-02 23:46:09.098127: iter: [71/100], train_loss: 0.0000007, valid_loss: 0.0000007, best_valid_loss: 0.0000007, lr: 0.0000100
2020-12-02 23:47:27.217067: iter: [72/100], train_loss: 0.0000007, valid_loss: 0.0000008, best_valid_loss: 0.0000007, lr: 0.0000100
2020-12-02 23:48:42.388715: iter: [73/100], train_loss: 0.0000007, valid_loss: 0.0000007, best_valid_loss: 0.0000007, lr: 0.0000100
2020-12-02 23:49:55.519710: iter: [74/100], train_loss: 0.0000007, valid_loss: 0.0000007, best_valid_loss: 0.0000007, lr: 0.0000100
2020-12-02 23:51:11.068315: iter: [75/100], train_loss: 0.0000007, valid_loss: 0.0000007, best_valid_loss: 0.0000007, lr: 0.0000100
2020-12-02 23:52:22.606305: iter: [76/100], train_loss: 0.0000006, valid_loss: 0.0000007, best_valid_loss: 0.0000007, lr: 0.0000010
2020-12-02 23:53:35.275791: iter: [77/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-02 23:54:49.255895: iter: [78/100], train_loss: 0.0000006, valid_loss: 0.0000007, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-02 23:56:03.185420: iter: [79/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-02 23:57:16.801618: iter: [80/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-02 23:58:32.004344: iter: [81/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-02 23:59:45.986848: iter: [82/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:00:59.468107: iter: [83/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:02:14.148465: iter: [84/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:03:29.035178: iter: [85/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:04:43.653575: iter: [86/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:05:56.177638: iter: [87/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:07:10.684863: iter: [88/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:08:24.594673: iter: [89/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:09:37.506010: iter: [90/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:10:50.172929: iter: [91/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:12:03.366774: iter: [92/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:13:22.381837: iter: [93/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:14:42.787074: iter: [94/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:15:56.506306: iter: [95/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:17:12.550755: iter: [96/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:18:29.651128: iter: [97/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:19:49.111098: iter: [98/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:21:06.094209: iter: [99/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
2020-12-03 00:22:25.317686: iter: [100/100], train_loss: 0.0000006, valid_loss: 0.0000006, best_valid_loss: 0.0000006, lr: 0.0000010
