2020-12-02 22:18:26.893380: iter: [1/100], train_loss: 0.0682658, valid_loss: 0.0467258, best_valid_loss: 0.0467258, lr: 0.0001000
2020-12-02 22:45:16.028567: iter: [23/100], train_loss: 0.0155538, valid_loss: 0.0156483, best_valid_loss: 0.0155415, lr: 0.0001000
2020-12-02 22:46:27.743591: iter: [24/100], train_loss: 0.0153078, valid_loss: 0.0169583, best_valid_loss: 0.0155415, lr: 0.0001000
2020-12-02 22:47:42.327431: iter: [25/100], train_loss: 0.0150812, valid_loss: 0.0153376, best_valid_loss: 0.0153376, lr: 0.0001000
2020-12-02 22:48:54.918721: iter: [26/100], train_loss: 0.0148782, valid_loss: 0.0160206, best_valid_loss: 0.0153376, lr: 0.0001000
2020-12-02 22:50:07.471118: iter: [27/100], train_loss: 0.0146603, valid_loss: 0.0149137, best_valid_loss: 0.0149137, lr: 0.0001000
2020-12-02 22:51:21.155737: iter: [28/100], train_loss: 0.0144668, valid_loss: 0.0142992, best_valid_loss: 0.0142992, lr: 0.0001000
2020-12-02 22:52:34.217512: iter: [29/100], train_loss: 0.0142941, valid_loss: 0.0153983, best_valid_loss: 0.0142992, lr: 0.0001000
2020-12-02 22:53:48.828480: iter: [30/100], train_loss: 0.0141235, valid_loss: 0.0146272, best_valid_loss: 0.0142992, lr: 0.0001000
2020-12-02 22:55:02.777232: iter: [31/100], train_loss: 0.0139602, valid_loss: 0.0140598, best_valid_loss: 0.0140598, lr: 0.0001000
2020-12-02 22:56:15.228063: iter: [32/100], train_loss: 0.0137959, valid_loss: 0.0150702, best_valid_loss: 0.0140598, lr: 0.0001000
2020-12-02 22:57:29.475735: iter: [33/100], train_loss: 0.0136449, valid_loss: 0.0136569, best_valid_loss: 0.0136569, lr: 0.0001000
2020-12-02 22:58:43.123779: iter: [34/100], train_loss: 0.0134941, valid_loss: 0.0144620, best_valid_loss: 0.0136569, lr: 0.0001000
2020-12-02 22:59:55.593432: iter: [35/100], train_loss: 0.0133696, valid_loss: 0.0145386, best_valid_loss: 0.0136569, lr: 0.0001000
2020-12-02 23:01:09.099764: iter: [36/100], train_loss: 0.0132138, valid_loss: 0.0134511, best_valid_loss: 0.0134511, lr: 0.0001000
2020-12-02 23:02:22.066344: iter: [37/100], train_loss: 0.0131003, valid_loss: 0.0131373, best_valid_loss: 0.0131373, lr: 0.0001000
2020-12-02 23:03:35.349401: iter: [38/100], train_loss: 0.0129740, valid_loss: 0.0129980, best_valid_loss: 0.0129980, lr: 0.0001000
2020-12-02 23:04:50.021537: iter: [39/100], train_loss: 0.0128377, valid_loss: 0.0131218, best_valid_loss: 0.0129980, lr: 0.0001000
2020-12-02 23:06:02.407952: iter: [40/100], train_loss: 0.0127230, valid_loss: 0.0127982, best_valid_loss: 0.0127982, lr: 0.0001000
2020-12-02 23:07:14.702864: iter: [41/100], train_loss: 0.0126350, valid_loss: 0.0139391, best_valid_loss: 0.0127982, lr: 0.0001000
2020-12-02 23:08:28.291529: iter: [42/100], train_loss: 0.0124896, valid_loss: 0.0132213, best_valid_loss: 0.0127982, lr: 0.0001000
2020-12-02 23:09:40.903732: iter: [43/100], train_loss: 0.0124135, valid_loss: 0.0129309, best_valid_loss: 0.0127982, lr: 0.0001000
2020-12-02 23:10:53.753856: iter: [44/100], train_loss: 0.0123012, valid_loss: 0.0127865, best_valid_loss: 0.0127865, lr: 0.0001000
2020-12-02 23:12:06.987745: iter: [45/100], train_loss: 0.0122186, valid_loss: 0.0124441, best_valid_loss: 0.0124441, lr: 0.0001000
2020-12-02 23:13:20.060792: iter: [46/100], train_loss: 0.0121132, valid_loss: 0.0133339, best_valid_loss: 0.0124441, lr: 0.0001000
2020-12-02 23:14:33.268945: iter: [47/100], train_loss: 0.0120260, valid_loss: 0.0132335, best_valid_loss: 0.0124441, lr: 0.0001000
2020-12-02 23:15:47.029613: iter: [48/100], train_loss: 0.0119331, valid_loss: 0.0118716, best_valid_loss: 0.0118716, lr: 0.0001000
2020-12-02 23:16:59.499063: iter: [49/100], train_loss: 0.0118391, valid_loss: 0.0128684, best_valid_loss: 0.0118716, lr: 0.0001000
2020-12-02 23:18:12.261443: iter: [50/100], train_loss: 0.0117630, valid_loss: 0.0122841, best_valid_loss: 0.0118716, lr: 0.0001000
2020-12-02 23:19:24.403034: iter: [51/100], train_loss: 0.0103656, valid_loss: 0.0109666, best_valid_loss: 0.0109666, lr: 0.0000100
2020-12-02 23:20:36.081742: iter: [52/100], train_loss: 0.0103041, valid_loss: 0.0108582, best_valid_loss: 0.0108582, lr: 0.0000100
2020-12-02 23:21:50.017092: iter: [53/100], train_loss: 0.0102651, valid_loss: 0.0108196, best_valid_loss: 0.0108196, lr: 0.0000100
2020-12-02 23:23:04.286568: iter: [54/100], train_loss: 0.0102377, valid_loss: 0.0107883, best_valid_loss: 0.0107883, lr: 0.0000100
2020-12-02 23:24:16.278610: iter: [55/100], train_loss: 0.0102091, valid_loss: 0.0107909, best_valid_loss: 0.0107883, lr: 0.0000100
2020-12-02 23:25:29.328709: iter: [56/100], train_loss: 0.0101842, valid_loss: 0.0107056, best_valid_loss: 0.0107056, lr: 0.0000100
2020-12-02 23:26:42.830828: iter: [57/100], train_loss: 0.0101584, valid_loss: 0.0107919, best_valid_loss: 0.0107056, lr: 0.0000100
2020-12-02 23:27:56.212943: iter: [58/100], train_loss: 0.0101382, valid_loss: 0.0106644, best_valid_loss: 0.0106644, lr: 0.0000100
2020-12-02 23:29:08.763598: iter: [59/100], train_loss: 0.0101184, valid_loss: 0.0106791, best_valid_loss: 0.0106644, lr: 0.0000100
2020-12-02 23:30:22.051354: iter: [60/100], train_loss: 0.0100969, valid_loss: 0.0106760, best_valid_loss: 0.0106644, lr: 0.0000100
2020-12-02 23:31:35.581512: iter: [61/100], train_loss: 0.0100776, valid_loss: 0.0106048, best_valid_loss: 0.0106048, lr: 0.0000100
2020-12-02 23:32:47.676806: iter: [62/100], train_loss: 0.0100601, valid_loss: 0.0106327, best_valid_loss: 0.0106048, lr: 0.0000100
2020-12-02 23:34:01.258414: iter: [63/100], train_loss: 0.0100386, valid_loss: 0.0105993, best_valid_loss: 0.0105993, lr: 0.0000100
2020-12-02 23:35:13.713773: iter: [64/100], train_loss: 0.0100199, valid_loss: 0.0106016, best_valid_loss: 0.0105993, lr: 0.0000100
2020-12-02 23:36:28.679873: iter: [65/100], train_loss: 0.0100021, valid_loss: 0.0106037, best_valid_loss: 0.0105993, lr: 0.0000100
2020-12-02 23:37:41.633964: iter: [66/100], train_loss: 0.0099868, valid_loss: 0.0106027, best_valid_loss: 0.0105993, lr: 0.0000100
2020-12-02 23:38:55.016616: iter: [67/100], train_loss: 0.0099706, valid_loss: 0.0105386, best_valid_loss: 0.0105386, lr: 0.0000100
2020-12-02 23:40:10.105045: iter: [68/100], train_loss: 0.0099517, valid_loss: 0.0105638, best_valid_loss: 0.0105386, lr: 0.0000100
2020-12-02 23:41:21.966200: iter: [69/100], train_loss: 0.0099374, valid_loss: 0.0105455, best_valid_loss: 0.0105386, lr: 0.0000100
2020-12-02 23:42:38.322793: iter: [70/100], train_loss: 0.0099185, valid_loss: 0.0104730, best_valid_loss: 0.0104730, lr: 0.0000100
2020-12-02 23:43:53.166817: iter: [71/100], train_loss: 0.0099020, valid_loss: 0.0105114, best_valid_loss: 0.0104730, lr: 0.0000100
2020-12-02 23:45:04.919138: iter: [72/100], train_loss: 0.0098877, valid_loss: 0.0104917, best_valid_loss: 0.0104730, lr: 0.0000100
2020-12-02 23:46:23.151036: iter: [73/100], train_loss: 0.0098713, valid_loss: 0.0104556, best_valid_loss: 0.0104556, lr: 0.0000100
2020-12-02 23:47:37.557203: iter: [74/100], train_loss: 0.0098574, valid_loss: 0.0104957, best_valid_loss: 0.0104556, lr: 0.0000100
2020-12-02 23:48:49.543682: iter: [75/100], train_loss: 0.0098446, valid_loss: 0.0104585, best_valid_loss: 0.0104556, lr: 0.0000100
2020-12-02 23:50:02.663022: iter: [76/100], train_loss: 0.0096575, valid_loss: 0.0102925, best_valid_loss: 0.0102925, lr: 0.0000010
2020-12-02 23:51:18.306269: iter: [77/100], train_loss: 0.0096465, valid_loss: 0.0102892, best_valid_loss: 0.0102892, lr: 0.0000010
2020-12-02 23:52:32.102747: iter: [78/100], train_loss: 0.0096438, valid_loss: 0.0102894, best_valid_loss: 0.0102892, lr: 0.0000010
2020-12-02 23:53:45.018063: iter: [79/100], train_loss: 0.0096413, valid_loss: 0.0102827, best_valid_loss: 0.0102827, lr: 0.0000010
2020-12-02 23:54:59.009212: iter: [80/100], train_loss: 0.0096389, valid_loss: 0.0102786, best_valid_loss: 0.0102786, lr: 0.0000010
2020-12-02 23:56:14.644819: iter: [81/100], train_loss: 0.0096373, valid_loss: 0.0103117, best_valid_loss: 0.0102786, lr: 0.0000010
2020-12-02 23:57:29.961849: iter: [82/100], train_loss: 0.0096350, valid_loss: 0.0102923, best_valid_loss: 0.0102786, lr: 0.0000010
2020-12-02 23:58:43.423128: iter: [83/100], train_loss: 0.0096327, valid_loss: 0.0102793, best_valid_loss: 0.0102786, lr: 0.0000010
2020-12-02 23:59:55.547324: iter: [84/100], train_loss: 0.0096309, valid_loss: 0.0102914, best_valid_loss: 0.0102786, lr: 0.0000010
2020-12-03 00:01:08.779156: iter: [85/100], train_loss: 0.0096290, valid_loss: 0.0102665, best_valid_loss: 0.0102665, lr: 0.0000010
2020-12-03 00:02:20.866846: iter: [86/100], train_loss: 0.0096269, valid_loss: 0.0102701, best_valid_loss: 0.0102665, lr: 0.0000010
2020-12-03 00:03:34.916840: iter: [87/100], train_loss: 0.0096250, valid_loss: 0.0102668, best_valid_loss: 0.0102665, lr: 0.0000010
2020-12-03 00:04:48.572866: iter: [88/100], train_loss: 0.0096225, valid_loss: 0.0102638, best_valid_loss: 0.0102638, lr: 0.0000010
2020-12-03 00:06:02.451351: iter: [89/100], train_loss: 0.0096211, valid_loss: 0.0102637, best_valid_loss: 0.0102637, lr: 0.0000010
2020-12-03 00:07:16.459392: iter: [90/100], train_loss: 0.0096194, valid_loss: 0.0102587, best_valid_loss: 0.0102587, lr: 0.0000010
2020-12-03 00:08:34.075904: iter: [91/100], train_loss: 0.0096174, valid_loss: 0.0102600, best_valid_loss: 0.0102587, lr: 0.0000010
2020-12-03 00:09:49.746123: iter: [92/100], train_loss: 0.0096161, valid_loss: 0.0102595, best_valid_loss: 0.0102587, lr: 0.0000010
2020-12-03 00:11:02.400075: iter: [93/100], train_loss: 0.0096131, valid_loss: 0.0102556, best_valid_loss: 0.0102556, lr: 0.0000010
2020-12-03 00:12:15.082792: iter: [94/100], train_loss: 0.0096117, valid_loss: 0.0102668, best_valid_loss: 0.0102556, lr: 0.0000010
2020-12-03 00:13:33.583178: iter: [95/100], train_loss: 0.0096097, valid_loss: 0.0102553, best_valid_loss: 0.0102553, lr: 0.0000010
2020-12-03 00:14:51.444672: iter: [96/100], train_loss: 0.0096080, valid_loss: 0.0102594, best_valid_loss: 0.0102553, lr: 0.0000010
2020-12-03 00:16:05.988924: iter: [97/100], train_loss: 0.0096059, valid_loss: 0.0102540, best_valid_loss: 0.0102540, lr: 0.0000010
2020-12-03 00:17:20.244876: iter: [98/100], train_loss: 0.0096040, valid_loss: 0.0102558, best_valid_loss: 0.0102540, lr: 0.0000010
2020-12-03 00:18:38.032095: iter: [99/100], train_loss: 0.0096026, valid_loss: 0.0102464, best_valid_loss: 0.0102464, lr: 0.0000010
2020-12-03 00:19:56.172329: iter: [100/100], train_loss: 0.0096008, valid_loss: 0.0102507, best_valid_loss: 0.0102464, lr: 0.0000010
